174,172,ドテッコツ,どてっこつ
175,173,ローブシン,ろーぶしん
176,174,コロモリ,ころもり
177,175,ココロモリ,こころもり
178,176,オンバット,おんばっと
179,177,オンバーン,おんばーん
180,178,イワーク,いわーく
181,179,ハガネール,はがねーる
182,180,サシカマス,さしかます
183,181,カマスジョー,かますじょー
184,182,ニャース,にゃーす
185,182,ニャース(ガラルのすがた),にゃーす
186,183,ニャイキング,にゃいきんぐ
187,184,ペルシアン,ぺるしあん
188,185,マホミル,まほみる
189,186,マホイップ,まほいっぷ
190,187,アブリー,あぶりー
191,188,アブリボン,あぶりぼん
192,189,テッシード,てっしーど
193,190,ナットレイ,なっとれい
194,191,バケッチャ(ふつうのサイズ),ばけっちゃ
195,191,バケッチャ(ちいさいサイズ),ばけっちゃ
196,191,バケッチャ(おおきいサイズ),ばけっちゃ
197,191,バケッチャ(とくだいサイズ),ばけっちゃ
198,192,パンプジン(ふつうのサイズ),ぱんぷじん
199,192,パンプジン(ちいさいサイズ),ぱんぷじん
200,192,パンプジン(おおきいサイズ),ぱんぷじん
201,192,パンプジン(とくだいサイズ),ぱんぷじん
202,193,ピチュー,ぴちゅー
203,194,ピカチュウ,ぴかちゅう
204,195,ライチュウ,らいちゅう
205,196,イーブイ,いーぶい
206,197,シャワーズ,しゃわーず
207,198,サンダース,さんだーす
208,199,ブースター,ぶーすたー
209,200,エーフィ,えーふぃ
210,201,ブラッキー,ぶらっきー
211,202,リーフィア,りーふぃあ
212,203,グレイシア,ぐれいしあ
213,204,ニンフィア,にんふぃあ
214,205,カジッチュ,かじっちゅ
215,206,アップリュー,あっぷりゅー
216,207,タルップル,たるっぷる
217,208,ニャスパー,にゃすぱー
218,209,ニャオニクス(オスのすがた),にゃおにくす
219,209,ニャオニクス(メスのすがた),にゃおにくす
220,210,ペロッパフ,ぺろっぱふ
221,211,ペロリーム,ぺろりーむ
222,212,シュシュプ,しゅしゅぷ
223,213,フレフワン,ふれふわん
224,214,シズクモ,しずくも
225,215,オニシズクモ,おにしずくも
226,216,ソーナノ,そーなの
227,217,ソーナンス,そーなんす
228,218,カモネギ,かもねぎ
229,219,ネギガナイト,ねぎがないと
230,220,チョンチー,ちょんちー
231,221,ランターン,らんたーん
232,222,グレッグル,ぐれっぐる
233,223,ドクロッグ,どくろっぐ
234,224,ズルッグ,ずるっぐ
235,225,ズルズキン,ずるずきん
236,226,マッギョ,まっぎょ
237,227,ツボツボ,つぼつぼ
238,228,ドジョッチ,どじょっち
239,229,ナマズン,なまずん
240,230,カラナクシ,からなくし
241,231,トリトドン,とりとどん
242,232,コソクムシ,こそくむし
243,233,グソクムシャ,ぐそくむしゃ
244,234,カメテテ,かめてて
245,235,ガメノデス,がめのです
246,236,サニーゴ,さにーご
247,237,サニゴーン,さにごーん
248,238,ベロバー,べろばー
249,239,ギモー,ぎもー
250,240,オーロンゲ,おーろんげ
251,241,ミブリム,みぶりむ
252,242,テブリム,てぶりむ
253,243,ブリムオン,ぶりむおん
254,244,ヤトウモリ,やとうもり
255,245,エンニュート,えんにゅーと
256,246,コマタナ,こまたな
257,247,キリキザン,きりきざん
258,248,ナゲキ,なげき
259,249,ダゲキ,だげき
260,250,ドガース,どがーす
261,251,マタドガス,またどがす
262,252,ウソハチ,うそはち
263,253,ウソッキー,うそっきー
264,254,ピィ,ぴぃ
265,255,ピッピ,ぴっぴ
266,256,ピクシー,ぴくしー
267,257,トゲピー,とげぴー
268,258,トゲチック,とげちっく
269,259,トゲキッス,とげきっす
270,260,ゴンベ,ごんべ
271,261,カビゴン,かびごん
272,262,モンメン,もんめん
273,263,エルフーン,えるふーん
274,264,サイホーン,さいほーん
275,265,サイドン,さいどん
276,266,ドサイドン,どさいどん
277,267,ゴチム,ごちむ
278,268,ゴチミル,ごちみる
279,269,ゴチルゼル,ごちるぜる
280,270,ユニラン,ゆにらん
281,271,ダブラン,だぶらん
282,272,ランクルス,らんくるす
283,273,カブルモ,かぶるも
284,274,シュバルゴ,しゅばるご
285,275,チョボマキ,ちょぼまき
286,276,アギルダー,あぎるだー
287,277,リグレー,りぐれー
288,278,オーベム,おーべむ
289,279,クマシュン,くましゅん
290,280,ツンベアー,つんべあー
291,281,ワシボン,わしぼん
292,282,ウォーグル,うぉーぐる
293,283,バルチャイ,ばるちゃい
294,284,バルジーナ,ばるじーな
295,285,スコルピ,すこるぴ
296,286,ドラピオン,どらぴおん
297,287,ヒトモシ,ひともし
298,288,ランプラー,らんぷらー
299,289,シャンデラ,しゃんでら
300,290,マーイーカ,まーいーか
301,291,カラマネロ,からまねろ
302,292,ニューラ,にゅーら
303,293,マニューラ,まにゅーら
304,294,ヤミラミ,やみらみ
305,295,クチート,くちーと
306,296,マラカッチ,まらかっち
307,297,シンボラー,しんぼらー
308,298,リオル,りおる
309,299,ルカリオ,るかりお
310,300,コータス,こーたす
311,301,ミミッキュ,みみっきゅ
312,302,ゾウドウ,ぞうどう
313,303,ダイオウドウ,だいおうどう
314,304,ハリーセン,はりーせん
315,305,プルリル,ぷるりる
316,306,ブルンゲル,ぶるんげる
317,307,ヒドイデ,ひどいで
318,308,ドヒドイデ,どひどいで
319,309,ウッウ,うっう
320,310,エレズン,えれずん
321,311,ストリンダー(ハイなすがた),すとりんだー
322,311,ストリンダー(ローなすがた),すとりんだー
323,312,スナヘビ,すなへび
324,313,サダイジャ,さだいじゃ
325,314,ヒポポタス,ひぽぽたす
326,315,カバルドン,かばるどん
327,316,アイアント,あいあんと
328,317,クイタラン,くいたらん
329,318,エリキテル,えりきてる
330,319,エレザード,えれざーど
331,320,ルチャブル,るちゃぶる
332,321,ナックラー,なっくらー
333,322,ビブラーバ,びぶらーば
334,323,フライゴン,ふらいごん
335,324,キバゴ,きばご
336,325,オノンド,おのんど
337,326,オノノクス,おののくす
338,327,デスマス,ですます
339,327,デスマス(ガラルのすがた),ですます
340,328,デスバーン,ですばーん
341,329,デスカーン,ですかーん
342,330,ヒトツキ,ひとつき
343,331,ニダンギル,にだんぎる
344,332,ギルガルド(シールドフォルム),ぎるがるど
345,332,ギルガルド(ブレードフォルム),ぎるがるど
346,333,ポニータ,ぽにーた
347,334,ギャロップ,ぎゃろっぷ
348,335,ヤバチャ,やばちゃ
349,336,ポットデス,ぽっとです
350,337,イエッサン(オスのすがた),いえっさん
351,337,イエッサン(メスのすがた),いえっさん
352,338,ボクレー,ぼくれー
353,339,オーロット,おーろっと
354,340,ネマシュ,ねましゅ
355,341,マシェード,ましぇーど
356,342,ヤレユータン,やれゆーたん
357,343,ナゲツケサル,なげつけさる
358,344,モルペコ,もるぺこ
359,345,タイレーツ,たいれーつ
360,346,ジジーロン,じじーろん
361,347,バクガメス,ばくがめす
362,348,トゲデマル,とげでまる
363,349,ユキハミ,ゆきはみ
364,350,モスノウ,もすのう
365,351,タタッコ,たたっこ
366,352,オトスパス,おとすぱす
367,353,バチンウニ,ばちんうに
368,354,タマンタ,たまんた
369,355,マンタイン,まんたいん
370,356,ホエルコ,ほえるこ
371,357,ホエルオー,ほえるおー
372,358,カチコール,かちこーる
373,359,クレベース,くれべーす
374,360,ダダリン,だだりん
375,361,ラプラス,らぷらす
376,362,ルナトーン,るなとーん
377,363,ソルロック,そるろっく
378,364,マネネ,まねね
379,365,バリヤード,ばりやーど
380,365,バリヤード(ガラルのすがた),ばりやーど
381,366,バリコオル,ばりこおる
382,367,ダルマッカ,だるまっか
383,368,ヒヒダルマ,ひひだるま
384,368,ヒヒダルマ(ダルマモード),ひひだるま
385,369,イシヘンジン,いしへんじん
386,370,コオリッポ(アイスフェイス),こおりっぽ
387,370,コオリッポ(ナイスフェイス),こおりっぽ
388,371,ジュラルドン,じゅらるどん
389,372,ロトム,ろとむ
390,372,ロトム(ヒート),ろとむ
391,372,ロトム(ウォッシュ),ろとむ
392,372,ロトム(フロスト),ろとむ
393,372,ロトム(スピン),ろとむ
394,372,ロトム(カット),ろとむ
395,373,メタモン,めたもん
396,374,パッチラゴン,ぱっちらごん
397,375,パッチルドン,ぱっちるどん
398,376,ウオノラゴン,うおのらごん
399,377,ウオチルドン,うおちるどん
400,378,ヒトカゲ,ひとかげ
401,379,リザード,りざーど
402,380,リザードン,りざーどん
403,381,タイプ：ヌル,たいぷ：ぬる
404,382,シルヴァディ,しるゔぁでぃ
405,383,ヨーギラス,よーぎらす
406,384,サナギラス,さなぎらす
407,385,バンギラス,ばんぎらす
408,386,モノズ,ものず
409,387,ジヘッド,じへっど
410,388,サザンドラ,さざんどら
411,389,ヌメラ,ぬめら
412,390,ヌメイル,ぬめいる
413,391,ヌメルゴン,ぬめるごん
414,392,ジャラコ,じゃらこ
415,393,ジャランゴ,じゃらんご
416,394,ジャラランガ,じゃららんが
417,395,ドラメシヤ,どらめしや
418,396,ドロンチ,どろんち
419,397,ドラパルト,どらぱると
420,398,ザシアン,ざしあん
421,398,ザシアン(けんのおう),ざしあん
422,399,ザマゼンタ,ざまぜんた
423,399,ザマゼンタ(たてのおう),ざまぜんた
424,400,ムゲンダイナ,むげんだいな
