198,1,13
198,2,4
199,1,13
199,2,4
200,1,13
200,2,4
201,1,13
201,2,4
202,1,3
203,1,3
204,1,3
205,1,0
206,1,2
207,1,3
208,1,1
209,1,10
210,1,15
211,1,4
212,1,5
213,1,17
214,1,4
214,2,14
215,1,4
215,2,14
216,1,4
216,2,14
217,1,10
218,1,10
219,1,10
220,1,17
221,1,17
222,1,17
223,1,17
224,1,2
224,2,11
225,1,2
225,2,11
226,1,10
227,1,10
228,1,6
229,1,6
230,1,2
230,2,3
231,1,2
231,2,3
232,1,7
232,2,6
233,1,7
233,2,6
234,1,15
234,2,6
235,1,15
235,2,6
236,1,8
236,2,16
237,1,11
237,2,12
238,1,2
238,2,8
239,1,2
239,2,8
240,1,2
241,1,2
241,2,8
242,1,11
242,2,2
243,1,11
243,2,2
244,1,12
244,2,2
245,1,12
245,2,2
246,1,13
247,1,13
248,1,15
248,2,17
249,1,15
249,2,17
250,1,15
250,2,17
251,1,10
252,1,10
253,1,10
253,2,17
254,1,7
254,2,1
255,1,7
255,2,1
256,1,15
256,2,16
257,1,15
257,2,16
258,1,6
259,1,6
260,1,7
261,1,7
261,2,17
262,1,12
263,1,12
264,1,17
265,1,17
266,1,17
267,1,17
268,1,17
268,2,9
269,1,17
269,2,9
270,1,0
271,1,0
272,1,4
272,2,17
273,1,4
273,2,17
274,1,8
274,2,12
275,1,8
275,2,12
276,1,8
276,2,12
277,1,10
278,1,10
279,1,10
280,1,10
281,1,10
282,1,10
283,1,11
284,1,11
284,2,16
285,1,11
286,1,11
287,1,10
288,1,10
289,1,5
290,1,5
291,1,0
291,2,9
292,1,0
292,2,9
293,1,15
293,2,9
294,1,15
294,2,9
295,1,7
295,2,11
296,1,7
296,2,15
297,1,13
297,2,1
298,1,13
298,2,1
299,1,13
299,2,1
300,1,15
300,2,10
301,1,15
301,2,10
302,1,15
302,2,5
303,1,15
303,2,5
304,1,15
304,2,13
305,1,16
305,2,17
306,1,4
307,1,10
307,2,9
308,1,6
309,1,6
309,2,16
310,1,1
311,1,13
311,2,17
312,1,16
313,1,16
314,1,2
314,2,7
315,1,2
315,2,13
316,1,2
316,2,13
317,1,7
317,2,2
318,1,7
318,2,2
319,1,9
319,2,2
320,1,3
320,2,7
321,1,3
321,2,7
322,1,3
322,2,7
323,1,8
324,1,8
325,1,8
326,1,8
327,1,11
327,2,16
328,1,1
329,1,3
329,2,0
330,1,3
330,2,0
331,1,6
331,2,9
332,1,8
333,1,8
333,2,14
334,1,8
334,2,14
335,1,14
336,1,14
337,1,14
338,1,13
339,1,8
339,2,13
340,1,8
340,2,13
341,1,13
342,1,16
342,2,13
343,1,16
343,2,13
344,1,16
344,2,13
345,1,16
345,2,13
346,1,10
347,1,10
347,2,17
348,1,13
349,1,13
350,1,10
350,2,0
351,1,10
351,2,0
352,1,13
352,2,4
353,1,13
353,2,4
354,1,4
354,2,17
355,1,4
355,2,17
356,1,0
356,2,10
357,1,6
358,1,3
358,2,15
359,1,6
360,1,0
360,2,14
361,1,1
361,2,14
362,1,3
362,2,16
363,1,5
363,2,11
364,1,5
364,2,11
365,1,6
366,1,6
367,1,3
368,1,2
368,2,9
369,1,2
369,2,9
370,1,2
371,1,2
372,1,5
373,1,5
374,1,13
374,2,4
375,1,2
375,2,5
376,1,12
376,2,10
377,1,12
377,2,10
378,1,10
378,2,17
379,1,10
379,2,17
380,1,5
380,2,10
381,1,5
381,2,10
382,1,5
383,1,5
384,1,5
384,2,1
385,1,12
386,1,5
387,1,5
388,1,16
388,2,14
389,1,3
389,2,13
390,1,3
390,2,1
391,1,3
391,2,2
392,1,3
392,2,5
393,1,3
393,2,9
394,1,3
394,2,4
395,1,0
396,1,3
396,2,14
397,1,3
397,2,5
398,1,2
398,2,14
399,1,2
399,2,5
400,1,1
401,1,1
402,1,1
402,2,9
403,1,0
404,1,0
405,1,12
405,2,8
406,1,12
406,2,8
407,1,12
407,2,15
408,1,15
408,2,14
409,1,15
409,2,14
410,1,15
410,2,14
411,1,14
412,1,14
413,1,14
414,1,14
415,1,14
415,2,6
416,1,14
416,2,6
417,1,14
417,2,13
418,1,14
418,2,13
419,1,14
419,2,13
420,1,17
421,1,17
421,2,16
422,1,6
423,1,6
423,2,16
424,1,7
424,2,14
